4.012500000000002842e+01,4.533333333333334281e+01
4.741666666666668561e+01,1.416875000000000000e+02
6.564583333333334281e+01,7.345833333333334281e+01
6.043750000000002842e+01,5.522916666666667140e+01
6.512500000000002842e+01,4.533333333333334281e+01
6.564583333333334281e+01,1.015833333333333144e+02
6.512500000000002842e+01,1.250208333333333144e+02
7.085416666666668561e+01,1.338750000000000000e+02
7.762500000000002842e+01,7.085416666666665719e+01
7.606250000000002842e+01,5.575000000000000000e+01
7.033333333333334281e+01,6.095833333333334281e+01
7.814583333333334281e+01,6.147916666666665719e+01
8.075000000000002842e+01,1.062708333333333144e+02
7.970833333333334281e+01,1.239791666666666572e+02
7.397916666666668561e+01,1.161666666666666572e+02
8.179166666666668561e+01,1.166875000000000000e+02
1.083541666666666856e+02,6.929166666666665719e+01
1.099166666666666856e+02,1.041875000000000000e+02
1.062708333333333570e+02,8.283333333333334281e+01
1.182500000000000142e+02,8.439583333333334281e+01
1.271041666666666856e+02,6.147916666666665719e+01
1.323125000000000000e+02,1.125208333333333144e+02
1.281458333333333428e+02,8.335416666666665719e+01
1.489791666666666856e+02,8.439583333333334281e+01
1.708541666666666856e+02,7.085416666666665719e+01
1.739791666666666856e+02,1.026250000000000000e+02
6.252083333333334281e+01,4.272916666666667140e+01
7.710416666666668561e+01,4.168750000000000000e+01
1.088750000000000142e+02,3.960416666666667140e+01
1.354375000000000000e+02,4.637500000000000000e+01
7.033333333333334281e+01,1.489791666666666572e+02
8.127083333333334281e+01,1.505416666666666572e+02
1.114791666666666856e+02,1.521041666666666572e+02
1.396041666666666856e+02,1.437708333333333144e+02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+02
2.000000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+02,2.000000000000000000e+02
